詞項 (Word)|詞類(CKIP_POS)|詞頻(Frequency)
花田|Na|1
花式|A|1
花到|VC|1
花季|Nd|1
花招|Na|1
花東|Nc|1
花花|VH|1
花花綠綠|VH|1
花俏|VH|1
花瓶|Na|1
花園新城|Nc|1
芬蘭|Nc|1
虎林|Nc|1
虎林街|Na|1
虎林街|Nc|1
初一|Nd|1
初次|D|1
初學者|Na|1
表面工夫|Na|1
表現出|VC|1
表達|Na|1
表達出來|VB|1
表演|Na|1
表演表演|VC|1
表徵|Na|1
軋軋|VH|1
迎|VC|1
返|VCL|1
近乎|VG|1
近代|Nd|1
近年|Nd|1
近於|VG|1
近東|Nb|1
近近|VH|1
近景|Na|1
邱吉爾|Nb|1
邱長輝|Nb|1
邱復生|Nb|1
金|Nb|1
金|VH|1
金子|Na|1
金瓜石|Nc|1
金字|Na|1
金字塔|Na|1
金色|Na|1
金探子|Na|1
金華街|Nc|1
金飯碗|Na|1
金萱|Nb|1
金龍寺|Nc|1
長|VG|1
長久以來|D|1
長子|Na|1
長有|VJ|1
長江後浪推前浪|S|1
長長|VH|1
長度|Na|1
長春|Nc|1
長時間|D|1
長高|VH|1
長袖|Na|1
長短|Na|1
長程|A|1
長達|VJ|1
長遠|VH|1
長頸鹿|Na|1
門|Nf|1
門戶|Na|1
門市|Nc|1
門禁|Na|1
門檻|Na|1
阿坡|Nb|1
阿姑|Na|1
阿拉丁|Nb|1
阿拉伯數字|Na|1
阿美族|Nb|1
阿婆|Na|1
阿梵達|Nb|1
阿富|Nb|1
阻塞|VHC|1
阻撓|VC|1
附加價值|Na|1
附和|VC|1
附帶|VC|1
雨|Na|1
雨水|Na|1
雨衣|Na|1
雨林|Na|1
雨量|Na|1
青山洋服|Nc|1
青出於藍|VH|1
青年人|Na|1
青年日|Na|1
青年世紀|Na|1
青春|Na|1
青島|Nc|1
青島東|Nb|1
青蛙|Na|1
青輔會|Nc|1
青藏|Nb|1
非台大|Nc|1
非假日|I|1
佼寶戀|Na|1
侄子|Na|1
佷|FW|1
呿|Nb|1
呯|FW|1
亭|Na|1
亮出來|VB|1
信|VJ|1
信用|Na|1
信奉|VJ|1
信服|VJ|1
信義|Nb|1
信義|Nc|1
信義計畫區|Nc|1
信義計劃區|Nc|1
信號|Na|1
侵犯到|VC|1
侵佔|VC|1
侵害|VC|1
便|D|1
保住|VC|1
保持住|VJ|1
保時捷|Nb|1
保留|VC|1
保費|Na|1
保衛|VC|1
保養廠|Nc|1
保險箱|Na|1
保證|Na|1
保鏢|Na|1
保麗龍|Na|1
保齡球|Na|1
促|VF|1
促銷|VC|1
俊|Nb|1
俊|VH|1
俊傑|Na|1
俗|VH|1
俗稱|VG|1
侮辱|VC|1
俄|Nc|1
俚語|Na|1
侷限|VC|1
冒出來|VA|1
冒然|D|1
冠|VG|1
冠君|Nb|1
冠亞軍|Na|1
冠冕堂皇|VH|1
剎|VA|1
前|P|1
前三|Nb|1
前仆後繼|VH|1
前主席|Na|1
前任|A|1
前行|VA|1
前奏|Na|1
前座|Nc|1
前腳|Na|1
前端|Ncd|1
前衛|VH|1
前輪|Na|1
前戲|Na|1
勇|D|1
勇於|VL|1
勇猛|VH|1
勁敵|Na|1
南下|VA|1
南山人壽|Nc|1
南宋|Nd|1
南投人|Na|1
南投市|Nc|1
南投縣|Nc|1
南亞|Nb|1
南亞|Nc|1
南京西路|Nc|1
南京站|Nc|1
南非隊|Na|1
南洋|Nc|1
南浦|Nc|1
南區|Nc|1
南部人|Na|1
南港路|Nc|1
南陽技術學院|Nb|1
厚厚|VH|1
厚度|Na|1
哀怨|VH|1
咦|I|1
咳嗽|VA|1
品行|Na|1
品管|VA|1
哄|VC|1
哈拉|Nb|1
哈爾濱|Nc|1
垢病|VA|1
城中合庫|Nc|1
城中消防隊|Nc|1
城區|Nc|1
城堡|Na|1
城煌廟|Nc|1
垮|VA|1
契合|VH|1
奏|VC|1
姿|Na|1
姿態|Na|1
姨丈|Na|1
娃娃臉|Na|1
姦淫擄掠|VA|1
威力|Na|1
威脅|Na|1
姻|Nb|1
宣|VC|1
宣洩|VC|1
宣傳車|Na|1
宣稱|VE|1
室內游泳池|Nc|1
室湯|Na|1
客客氣氣|VH|1
客家腔|Na|1
客家語|Na|1
客家縣|Nc|1
客運車|Na|1
客廳|Nc|1
屎|Na|1
屋子|Na|1
屋漏偏逢連夜雨|VH|1
巷子口|Na|1
巷道|Na|1
帝國|Na|1
度|VCL|1
度假村|Nc|1
度過|VCL|1
建成|VG|1
建國|Nc|1
建國|VA|1
建國北路口|Nc|1
建國南路|Nc|1
建國高架橋|Nc|1
建構|Na|1
建樹|Na|1
建築業|Na|1
建檔|VB|1
彥|Nb|1
待人接物|VA|1
待久|VH|1
待會兒|D|1
待業|VH|1
律|Na|1
後人|Na|1
後代|Na|1
後果|Na|1
後門|Na|1
後盾|Na|1
後碑|Na|1
後腳|Na|1
後路|Na|1
後繼無人|VH|1
思|VE|1
思考|Na|1
急|D|1
急急忙忙|VH|1
急流|Na|1
急速|D|1
急躁|VH|1
怨氣|Na|1
恍然大悟|VH|1
恰|D|1
拜佛|VA|1
挖|VA|1
挖出|VC|1
挖角|VA|1
挖掘|VC|1
挖開|VC|1
挖過去|VB|1
按下去|VB|1
按到|VC|1
按時|D|1
按摩|Na|1
拼成|VG|1
拼湊|VC|1
持|VJ|1
指|VE|1
指引|VF|1
指定|VE|1
指派|VF|1
指責|VC|1
指給|VD|1
指點|VE|1
挑水|VA|1
挑出來|VB|1
挑剔|VC|1
挑釁|Na|1
挑釁|VB|1
政治大學|Nc|1
政治所|Na|1
政治圈|Nc|1
政經|Na|1
政戰學校|Nc|1
政黨|Na|1
故作|VG|1
故鄉|Nc|1
施|Nb|1
施|VC|1
施工處|Nc|1
施政|VA|1
施寄青|Nb|1
既有|A|1
既使說|Cbb|1
既得利益者|Na|1
春池水|Na|1
春風滿面|VH|1
春節|Nd|1
柔性|Na|1
某某人|Na|1
某某某|Nb|1
架子|Na|1
架設|VC|1
架勢|Na|1
架構|VC|1
枯燥無味|VH|1
柵欄|Na|1
柄|Na|1
查字典|VA|1
查帳|VA|1
查得|VC|1
查對|VE|1
柳|Na|1
歪|VH|1
歪風|Na|1
歪理|Na|1
段段|Neqa|1
段落|Na|1
毒品|Na|1
毒藥|Na|1
泉州|Nc|1
洋片|Na|1
洋裝|Na|1
洋蔥皮|Na|1
洲|Nc|1
洪建元|Nb|1
流|Na|1
流|VA|1
流水|Na|1
流去|VA|1
流年不利|VH|1
流行歌|Na|1
流放|VC|1
流於|VL|1
流星|Na|1
流流|Neqa|1
流流汗|VA|1
流浪狗|Na|1
流量|Na|1
流露|VJ|1
津貼|Na|1
洗衣|VA|1
洗衣精|Na|1
洗完|VC|1
洗掉|VC|1
活水|Na|1
活出|VJ|1
活到老學到老|S|1
活活|D|1
活頁|A|1
活捉|VC|1
活絡|VH|1
派|Na|1
派|Nf|1
派上用場|VB|1
派出|VC|1
派兵|VF|1
洶湧|VH|1
洛|Nb|1
洛杉磯|Nc|1
炫|VH|1
炫風|Na|1
為生|VI|1
為何|D|1
為所欲為|VA|1
為為|P|1
為要|VI|1
為時已晚|VH|1
為期|VH|1
為輔|VI|1
為敵|VI|1
為學|VA|1
為難|VHC|1
炸一炸|VC|1
炸死|VC|1
炸垮|VC|1
狩|Nb|1
玻璃|Na|1
玲瓏|VH|1
珍珠港|Nb|1
界外球|Na|1
界定|VC|1
界線|Na|1
皆|D|1
皆宜|VH|1
皇室|Nc|1
省分|Na|1
省有|A|1
省時|VH|1
省會|Na|1
相似|VH|1
相沖|VH|1
相約|VA|1
相差|VJ|1
相接|VH|1
相間|VH|1
相愛|VH|1
相輔相成|VA|1
相撞|VA|1
相鋒|Na|1
相親|VA|1
相聲|Na|1
相繼|D|1
眉|Na|1
看下來|VC|1
看不過去|VJ|1
看去|VB|1
看回|VC|1
看似|VG|1
看附|VC|1
看家|VA|1
看得見|VJ|1
看清|VE|1
看清楚|VE|1
看進去|VC|1
看齊|VB|1
看影|Na|1
看頭|Na|1
看戲|VA|1
砂石|Na|1
研究所|Na|1
研究室|Nc|1
研究研究|VE|1
研究員|Na|1
研究路|Nc|1
研討|Na|1
研院|Nc|1
研發出|VC|1
砍死|VC|1
砍柴|VA|1
祈|VK|1
科別|Na|1
科技業|Na|1
科長|Na|1
科學性|Na|1
科學知識|Na|1
科學家|Na|1
秋季|Nd|1
穿|Nc|1
穿起來|D|1
穿戴|VC|1
突|D|1
突破|Na|1
突破性|Na|1
紅毛|Na|1
紅包|Na|1
紅白帖|Na|1
紅紅|VH|1
紅單|Na|1
紀|VC|1
紀念|Na|1
紀念|VJ|1
紀念碑|Na|1
紀律|Na|1
紀曉嵐|Nb|1
約出|VC|1
約旦|Nc|1
約好|VE|1
約聘|VC|1
美人|Na|1
美元|Nf|1
美代子|Na|1
美加|Nc|1
美味|VH|1
美容中心|Nc|1
美容店|Nc|1
美索不達米亞|Nc|1
美國化|Na|1
美國式|A|1
美國兵|Na|1
美國籍|Na|1
美術系|Nc|1
美術社|Nc|1
美術展|Na|1
美勞|Na|1
美語班|Nc|1
美語課|Na|1
美編|Na|1
美濃|Nc|1
美艷|VH|1
耐心|Na|1
耶|T|1
耶誕節|Nd|1
耶穌基督|Nb|1
胖子|Na|1
胃口|Na|1
胃出血|Na|1
背下來|VB|1
背起|VC|1
背影|Na|1
胡錦濤|Nb|1
致命傷|Na|1
致理|Nb|1
苛責|VC|1
苦悶|VH|1
苦痛|Na|1
苦幹|VA|1
茄子|Na|1
若要|Cbb|1
茂林|Na|1
苗頭|Na|1
英俊|VH|1
英英美代子|VH|1
英烈|VH|1
英烈千秋|Nb|1
英國人|Na|1
英語系|Nc|1
苟且|VH|1
苟同|VJ|1
苯|Na|1
虐待|VC|1
衍生|VC|1
要不得|VH|1
要因|Na|1
要死不活|VH|1
要命|VH|1
要塞|Nc|1
要價|VJ|1
計|Na|1
計乘車|Na|1
計劃性|Na|1
訂正|VC|1
訂婚|VB|1
訂婚戒|Na|1
訂購|VC|1
訃文|Na|1
負到|VC|1
負荷|VC|1
負責人|Na|1
負責任|VH|1
負傷|VH|1
軍方|Na|1
軍衣|Na|1
軍服|Na|1
軍校|Na|1
軍訓室|Nc|1
軍歌|Na|1
軍監|Na|1
軍機|Na|1
軍營|Nc|1
軍警票|Na|1
軌跡|Na|1
迪化街|Nc|1
迫切|VH|1
迫於|VJ|1
迫害|VC|1
郊陵|Nb|1
郎|Na|1
郎雄|Nb|1
酋長|Na|1
重回|VCL|1
重男輕女|VH|1
重抽|VC|1
重拾|VC|1
重要性|Na|1
重重|VH|1
重病|Na|1
重組|VC|1
重創|VC|1
重圍|Na|1
重視|Na|1
重陽路|Nc|1
重劃區|Nc|1
重蓋|VC|1
重整|VC|1
重頭|D|1
限制住|VC|1
降雨量|Na|1
降息|VA|1
降溫|VH|1
面|Ncd|1
面|P|1
面孔|Na|1
面授|VC|1
面無血色|VH|1
革命|Na|1
革新|Na|1
革職革職|VB|1
音效|Na|1
音準|Na|1
風光|VH|1
風吹|Na|1
風起雲湧|VA|1
風雪|Na|1
風雲人物|Na|1
風貌|Na|1
風暴|Na|1
風聲|Na|1
風聲鶴唳|VH|1
風靡|VJ|1
風騷|VH|1
飛行|Na|1
飛利浦|Nb|1
飛往|VCL|1
飛沫|Na|1
飛狗巴士|Nb|1
飛起來|VA|1
飛散|VA|1
飛毯|Na|1
飛進去|VA|1
飛過去|VA|1
首席|Na|1
香|VH|1
香君|Nb|1
香奈兒|Nb|1
香港腳|Na|1
厘|Nf|1
峇|Nb|1
乘法|Na|1
倍受|P|1
值|VJ|1
借助|VC|1
借借|VD|1
借給|VD|1
倒出來|VB|1
倒掉|VC|1
倒塌|VA|1
個把|Neqa|1
個兒|Na|1
個案|Na|1
候來|Ng|1
修一修|VC|1
修行|VA|1
修車|Na|1
修理廠|Nc|1
修憲|VA|1
俾斯麥|Nb|1
倫|Na|1
倫理|Na|1
倉|Na|1
倉促|VH|1
兼|D|1
冤大頭|Na|1
冤仇|Na|1
冤枉|VJ|1
冤冤相報|VA|1
剖成|VG|1
剖析|VC|1
剔|VC|1
剔成|VC|1
剔成|VG|1
剔除|VC|1
剛|VH|1
剛調|VH|1
剝掉|VC|1
剝落|VH|1
卿|Nh|1
原文|Na|1
原版|Na|1
原料|Na|1
原理|Na|1
原著本|Na|1
原價|Na|1
原諒|VJ|1
哨子|Na|1
唐人|Na|1
哼|I|1
哩|Nf|1
哪來|D|1
哪兒|Ncd|1
夏|Nb|1
套上|VC|1
套房|Na|1
娜莉颱風|Nb|1
孫科|Nb|1
孫運|Nb|1
孫運璿|Nb|1
害死|VC|1
害羞面|Na|1
家世|Na|1
家庭主婦|Na|1
家庭型|Na|1
家務事|Na|1
家境|Na|1
家聚|Na|1
家屬|Na|1
家驊|Nb|1
宴會|Na|1
宴會廳|Nc|1
容光煥發|VH|1
容許|VE|1
射下來|VC|1
射殺|VC|1
展|Na|1
展演|Na|1
差異性|Na|1
席|Na|1
席|Nb|1
師父|Na|1
師生|Na|1
師弟|Na|1
師長|Na|1
師娘|Na|1
師徒|Na|1
庫存|Na|1
座號|Na|1
座談會|Na|1
座艙|Na|1
弱小|VH|1
弱者|Na|1
弱國|Na|1
弱視|Na|1
恥笑|VC|1
恐共|A|1
恐龍|Na|1
恐懼感|Na|1
恭敬|VI|1
恭維|VC|1
恩怨|Na|1
恩惠|Na|1
息|VHC|1
息事寧人|VA|1
扇|Nf|1
拿不到|VJ|1
拿手|VI|1
拿回|VC|1
拿回家|VB|1
拿走|VC|1
拿稅|Na|1
振作|VHC|1
捏麵|VA|1
捉|VC|1
捉去|VC|1
挺|VC|1
挺|VH|1
挺身而出|VA|1
捐款|VB|1
挨|VJ|1
效忠|VC|1
效法|VC|1
效益|Na|1
料子|Na|1
旅社|Nc|1
旅旅|Neqa|1
旅途|Na|1
旅遊團|Na|1
時下|Nd|1
時光|Na|1
時局|Na|1
時辰|Na|1
時刻表|Na|1
時侯|Na|1
時候計|Nb|1
時差|Na|1
時時刻刻|D|1
時速|Na|1
時報週刊|Nb|1
時報鷹|Nb|1
時間性|Na|1
時間差|Na|1
時勢造英雄|S|1
時新|A|1
時節|Na|1
時興|VH|1
晉|VJ|1
晉升|VG|1
晃來晃去|VA|1
晃晃|VA|1
書皮|Na|1
書店街|Nc|1
書鄉林|Nc|1
書寫|VC|1
朗|Nb|1
校友會|Na|1
校刊|Na|1
校舍|Nc|1
校對|VC|1
核二|Nb|1
核四|Nc|1
核定|VE|1
核准|VE|1
框|Na|1
框|VC|1
根深蒂固|VH|1
桂河大橋|Nc|1
桌|Na|1
桌上型|Na|1
桌椅|Na|1
桑|Nb|1
柴油|Na|1
格蘭|Nb|1
桃|Nc|1
桃花年|Na|1
桃園人|Na|1
桃園市|Nc|1
桃園車站|Nc|1
桃園客運|Nb|1
桃園機場|Nc|1
桃園縣|Nc|1
桃源街口|Na|1
殷商|Nd|1
氣死|VHC|1
氣球|Na|1
氣壓|Na|1
氧氣|Na|1
浪|Na|1
浪費浪費|VC|1
浪漫|VH|1
消|VC|1
消|VH|1
消沈|VH|1
消防車|Na|1
消防隊員|Na|1
消毒水|Na|1
消暑|VA|1
消費得起|VC|1
消費層|Na|1
消極|VH|1
消遣|VC|1
消聲滅跡|VA|1
海拔|Na|1
海洋館|Nc|1
海風|Na|1
海浪|Na|1
海專|Nc|1
海帶|Na|1
海陸空|Nc|1
海運|Na|1
海灘|Na|1
涉|VK|1
涉案|VA|1
涉獵|VC|1
浮到|VCL|1
浮動|VA|1
浮淺|VH|1
浮現|VH|1
浴|VA|1
浴池|Nc|1
浴室|Nc|1
浴缸|Na|1
浴場|Nc|1
烤一烤|VC|1
烤肉區|Nc|1
烏|Na|1
烏有|VH|1
烏青|VH|1
特地|D|1
特有|A|1
特技|Na|1
特定區|Nc|1
特性|Na|1
特長|Na|1
特效|Na|1
特產|Na|1
特異|VH|1
特報|Na|1
特質|Na|1
特餐|Na|1
特權|Na|1
狼|Na|1
狹長形|Na|1
狹窄|VH|1
狹義|Na|1
班車|Na|1
班制|Na|1
班底|Na|1
班會|Na|1
班機|Na|1
珠珠商|Na|1
畝|Nf|1
畜產|Na|1
留|A|1
留心|VJ|1
留有|VJ|1
留言|VA|1
留念|VI|1
留美|VA|1
病根|Na|1
病假|Na|1
病痛|Na|1
病態|VH|1
疼|VJ|1
真主|Na|1
真是的|VH|1
真偽|Na|1
真假|Na|1
真諦|Na|1
砰|D|1
破掉|VH|1
破產|VH|1
破壞|Na|1
砥|Na|1
砲台|Na|1
祖先|Na|1
祖籍|Na|1
神父|Na|1
神仙|Na|1
神勇|VH|1
神神|Na|1
神經|VH|1
神經質|VH|1
神聖|VH|1
神學士|Nb|1
神燈|Na|1
秤斤秤兩|VH|1
租掉|VC|1
秦|Nb|1
窄門|Na|1
站起來|VA|1
站崗|VA|1
笑笑|VA|1
笑嘻嘻|VA|1
笑臉|Na|1
粉狀|Na|1
紡織|Na|1
紡織廠|Nc|1
紗|Na|1
紗布|Na|1
紗窗|Na|1
素|VH|1
素食|Na|1
純棉|A|1
純樸|VH|1
級數|Na|1
納悶|VK|1
納稅人|Na|1
納粹|Na|1
紙|Nf|1
紛|Na|1
缺|Na|1
缺一不可|VH|1
缺口|Na|1
缺位|Na|1
缺額|Na|1
羔羊|Na|1
翁|Nb|1
耗費|VC|1
脂|Nb|1
胸部|Nc|1
胸襟|Na|1
能|VL|1
能人|Na|1
能耐|Na|1
臭屁|VH|1
臭美|VH|1
臭臭|VH|1
航空隊|Na|1
航線|Na|1
舫|Nb|1
般|Ng|1
茫茫然|VH|1
荒淫島|Na|1
荒謬|VH|1
草|Na|1
草地|Na|1
草原|Na|1
草率|VH|1
草莓|Na|1
茶來伸口飯來張口|S|1
茶莊|Nc|1
茶農|Na|1
茶盤|Na|1
蚊子|Na|1
衰退|VH|1
衰減|VHC|1
衰斃|VC|1
記下|VC|1
記大過|VB|1
記不清|VK|1
記法|Na|1
記者協會|Nb|1
記個|Nb|1
記號|Na|1
記載|VC|1
記憶|VK|1
記錄|Na|1
訐|Nb|1
訐譙|VE|1
討好|VC|1
討論|Na|1
託管|VC|1
訓練出|VC|1
財政|Na|1
財政部長|Na|1
財源|Na|1
財運|Na|1
貢獻|VC|1
起|Nf|1
起|VA|1
起先|D|1
起坐|Na|1
起步|VA|1
起到|VC|1
起起落落|VA|1
起意|VF|1
起源|Na|1
起落|VA|1
起碼|D|1
送出|VD|1
送去|VC|1
送去|VD|1
送回去|VC|1
送死|VA|1
送行|VB|1
送走|VC|1
送來|VD|1
送修|VC|1
送貨員|Na|1
送進去|VC|1
送過來|VC|1
逆轉|VA|1
迷|VH|1
迷失|VJ|1
迷途|VH|1
退下來|VA|1
退出去|VA|1
退光|VH|1
退步|VH|1
退掉|VC|1
退費|VA|1
退潮|VA|1
退燒|VH|1
退錢|VB|1
退縮|VA|1
退還給|VD|1
迴轉|VAC|1
逃不了|VJ|1
逃兵|VA|1
逃掉|VA|1
逃脫不了|VJ|1
逃稅|VA|1
逃過|VC|1
逃過去|VA|1
追根究柢|VA|1
追殺|VC|1
迸出|VC|1
酒吧|Nc|1
酒家|Nc|1
酒廠|Nc|1
配備|VC|1
配菜|Na|1
配對|VA|1
配樂|Na|1
針|Nf|1
閃避|VC|1
院線片|Na|1
陡|VH|1
除此之外|Dk|1
除權|VA|1
馬|Nb|1
馬公|Nc|1
馬克思|Nb|1
馬英|Nb|1
馬首是瞻|VB|1
馬祖|Nc|1
馬槽|Nc|1
馬蹄形|Na|1
骨科|Nc|1
骨牌|Na|1
高中|Na|1
高升|VA|1
高血壓|Na|1
高估|VJ|1
高低|Na|1
高空|Nc|1
高度|A|1
高消費|Na|1
高清愿|Nb|1
高處|Nc|1
高等|A|1
高雄市|Nc|1
高漲|VH|1
高爾夫球車|Na|1
高層次|Na|1
高學歷|Na|1
挹翠|Nb|1
乾|VH|1
乾坤|Na|1
乾乾|VH|1
乾掉|VH|1
偽|A|1
停車費|Na|1
停息|VHC|1
停停|VH|1
停業|VA|1
停電|VH|1
停頓下來|VHC|1
停遠|Nb|1
假山|Na|1
假扮|VC|1
假使|Cbb|1
假借|VF|1
假說|Na|1
假錢|Na|1
假釋|VB|1
做|Nc|1
做|VD|1
做|VH|1
做下去|VC|1
做久|VC|1
做多|VA|1
做作|VH|1
做官|VA|1
做得到|VB|1
做答|VA|1
做禮拜|VA|1
健身|VA|1
健保局|Nc|1
健將|Na|1
健康|Na|1
健康操|Na|1
偶而|D|1
偷|D|1
偷牽|VC|1
偷跑|VA|1
偏|VH|1
偏低|VH|1
兜風|VA|1
兜起|VC|1
剪成|VG|1
剪紙|VA|1
副|A|1
副市長|Na|1
副教授|Na|1
副董事長|Na|1
副總裁|Na|1
副總經理|Na|1
勒|VC|1
務|D|1
務農|VA|1
動力|Na|1
動工|VA|1
動手|VA|1
動來動去|VA|1
動物系|Nc|1
動員|VAC|1
動產|Na|1
區別|VC|1
參|Neu|1
參予|VC|1
參半|VH|1
參差不齊|VH|1
參酌|VC|1
參數|Na|1
商工|Nc|1
商學院|Nc|1
啪啦|D|1
唱法|Na|1
問卜|VA|1
問句|Na|1
問好|VB|1
問問問問|VE|1
唯我獨尊|VH|1
唯恐不及|VH|1
唸|VE|1
唸一唸|VE|1
售出|VC|1
售貨員|Na|1
唬人|VA|1
國土|Na|1
國小班|Nc|1
國中|Na|1
國內線|Na|1
國手|Na|1
國台語|Na|1
國光|Nb|1
國共|Na|1
國防部採購區|Nc|1
國軍文藝活動中心|Nc|1
國軍歷史博物館|Nc|1
國格|Na|1
國都|Nc|1
國稅局|Nc|1
國華|Nc|1
國會|Nc|1
國號|Na|1
國境|Nc|1
國際性|Na|1
國際級|Na|1
國際關係|Na|1
國際觀|Na|1
堅固|VH|1
堅定|VHC|1
堅硬|VH|1
堆起來|VB|1
堆高機|Na|1
基本面|Na|1
基本教義派|Na|1
基本學力測驗|Nb|1
基地|Nc|1
基地營|Na|1
基金會|Na|1
基隆港|Nc|1
基督|Nb|1
基督徒|Na|1
基礎|A|1
堂兄|Na|1
堂妹|Na|1
堂哥|Na|1
堂堂|VH|1
執行|Na|1
執法|VA|1
培|VA|1
培委|Na|1
培植|VC|1
培養出來|VB|1
夠多|VH|1
奢求|VK|1
奢侈|VH|1
奢望|VK|1
婦協|Nc|1
婦孺|Na|1
婚前|Nd|1
婆家|Nc|1
寄託|VC|1
寄望|VK|1
密|VH|1
密度|Na|1
密閉式|Na|1
密集|VH|1
專人|Na|1
專心|VH|1
專攻專攻|VC|1
專注|VH|1
專科生|Na|1
專專|D|1
專船|Na|1
專線|Na|1
專機|Na|1
專欄|Na|1
將|D|1
崇光|Nb|1
崇尚|VJ|1
崩|VH|1
崗位|Nc|1
巢穴|Na|1
常|VH|1
帶上|VC|1
帶大|VC|1
帶出去|VB|1
帶去|VC|1
帶好|VC|1
帶有|VJ|1
帶勁|VH|1
帶屎|Na|1
帶路|VA|1
帶過|VC|1
帳目|Na|1
帳棚|Na|1
康寧|VH|1
康寧游泳池|Nc|1
庸|D|1
庶民|Na|1
張|VC|1
張自忠|Nb|1
張國驥|Nb|1
強求|VC|1
強弱|Na|1
強悍|VH|1
強盜|Na|1
強勢|Na|1
強奪|VC|1
強暴|VC|1
彩卷|Na|1
彩帶|Na|1
彩排|VA|1
彩繪|Na|1
彩繪|VC|1
得|VC|1
得來|VI|1
得獎|VA|1
從天而降|VA|1
從政|VA|1
從業|Na|1
從頭至尾|D|1
御醫|Na|1
悠|D|1
悠久|VH|1
悠揚|VH|1
悽慘|VH|1
情書|Na|1
情感|Na|1
情懷|Na|1
情願|VK|1
情竇初開|VH|1
惜|VJ|1
惟獨|Da|1
控制|Na|1
捲入|VCL|1
探|VC|1
探探|VC|1
探險|VA|1
探險隊|Na|1
探頭探腦|VA|1
接下去|D|1
接住|VC|1
接受到|VC|1
接受度|Na|1
接軌|Na|1
接得到|VC|1
接連|VJ|1
接掌|VC|1
接駁公車|Na|1
接線|VA|1
接應|VC|1
接觸|Na|1
接續|VJ|1
捷克|Nc|1
捷捷|Nb|1
捧|VC|1
措辭|Na|1
捱|VC|1
掩埋|VC|1
掩埋場|Nc|1
掉下去|VA|1
掉下來|VA|1
掉毛|Na|1
掉出|VC|1
掉色|VH|1
掉進去|VA|1
掃完|VC|1
掃除|VC|1
掃墓|VA|1
掛不住|VH|1
掛勾|VA|1
掛心|VJ|1
掛有|VJ|1
掛掉|VC|1
掛號|VA|1
掛斷|VC|1
推下去|VC|1
推行|VC|1
推到|VC|1
推波助瀾|VA|1
推掉|VC|1
推甄|VC|1
推說|VE|1
授權給|VD|1
掙|VC|1
掙扎|VA|1
採收|VC|1
採播組|Na|1
排外性|Na|1
排列|VC|1
排汗|VA|1
排行榜|Na|1
排班|VA|1
排球|Na|1
排場|Na|1
排擠|Na|1
排灣族|Nb|1
掏出|VC|1
掏錢|VA|1
救災|Nv|1
救活|VC|1
救國團|Nc|1
救濟|Nv|1
救濟|VC|1
救難隊|Na|1
教|Di|1
教|Na|1
教|VL|1
教父|Na|1
教出|VC|1
教改|Na|1
教育出|VC|1
教育界|Nc|1
教育教育|Na|1
教育費|Na|1
教法|Na|1
教授|VC|1
教導|Na|1
敗家女|Na|1
敗家子|Na|1
敗陣|VH|1
啟用|VC|1
啟示|Na|1
敏|VH|1
敘|VC|1
敘利亞|Nc|1
敘說|VE|1
敘舊|VA|1
斜下方|Ncd|1
斜上方|Ncd|1
斜斜|VH|1
斬|VC|1
旋律|Na|1
晚|Nf|1
晚安|VH|1
晚晚|Neqa|1
晚間|Nd|1
晚會|Na|1
晚睡|VH|1
晚餐|VA|1
晨間|Nd|1
曹|Nb|1
曹壽民|Nb|1
曹興誠|Nb|1
望|VC|1
望女成鳳|VH|1
望子成龍|VH|1
望去|VA|1
梁祝|Nb|1
梵蒂岡|Nc|1
棄官|VA|1
梅花|Na|1
條|Neu|1
條例|Na|1
條約|Na|1
條款|Na|1
條街|Nc|1
欲求不滿|VH|1
欲言又止|VH|1
殺人|VA|1
殺手|Na|1
殺到|VCL|1
殺掉|VC|1
毫無|VJ|1
涼風|Na|1
淡化|VHC|1
淡忘|VK|1
添加物|Na|1
清一色|A|1
清幽|VH|1
清泉崗|Nc|1
清香|VH|1
清脆|VH|1
清掉|VC|1
清清|VC|1
清晰|VH|1
清華大學|Nc|1
清華幼稚幼稚園|Nc|1
清潔工|Na|1
清潔班|Na|1
清潔劑|Na|1
清靜|VH|1
清譽|Na|1
淋巴癌|Na|1
淋雨|VA|1
淑|Nb|1
淑敏|Nb|1
混合|VC|1
混浴|Na|1
淵源|Na|1
涵洞|Na|1
淚水|Na|1
淫亂|VH|1
淘|VC|1
淘汰率|Na|1
淘空|VC|1
淪喪|VH|1
深山|Na|1
深受|P|1
深思|VE|1
深淺|Na|1
深奧|VH|1
深遠|VH|1
淨化|VHC|1
淨賺|VJ|1
焉|T|1
牽到|VC|1
牽制|VC|1
牽強|VH|1
牽強附會|VH|1
牽掛|VJ|1
牽累|VJ|1
猛|D|1
猛烈|VH|1
率|Na|1
球速|Na|1
球類|Na|1
理工類|Na|1
理會|VC|1
理論上|Dk|1
理學院|Nc|1
現代化|VHC|1
現在|D|1
現成|A|1
現有|A|1
現行|A|1
瓶|Na|1
甜甜|VH|1
產|Na|1
產婦|Na|1
產經|Na|1
略讀|VC|1
畢|VC|1
異性|Na|1
異狀|Na|1
異鄉|Nc|1
疏於|VL|1
痕跡|Na|1
盒|Na|1
盛大|VH|1
盛行|VK|1
盛產|VC|1
盛傳|VE|1
眷顧|VJ|1
眷戀|VJ|1
眼|Nf|1
眼不見為淨|VH|1
眼前|Nc|1
眼看到|VE|1
